"seq_pre_venda";"dta_emissao";"hra_emissao";"cod_pessoa_cliente";"cod_pessoa_representante";"val_total_pre_venda";"ind_status"
49.046;13/07/2017 00:00;"10:20";720;2.300;157,86;"FA"
49.069;13/07/2017 00:00;"11:01";2.237;1.568;93,42;"FA"
49.049;13/07/2017 00:00;"10:25";3.053;2.182;480,19;"FA"
49.041;13/07/2017 00:00;"10:03";552;1.568;731,26;"FA"
49.073;13/07/2017 00:00;"11:10";949;1.568;231,88;"FA"
49.048;13/07/2017 00:00;"10:25";1;22;26988;"FA"
49.054;13/07/2017 00:00;"10:35";2.877;2.182;582,29;"FA"
49.056;13/07/2017 00:00;"10:40";3.592;3.456;907,19;"FA"
49.050;13/07/2017 00:00;"10:30";294;2.182;800;"FA"
49.063;13/07/2017 00:00;"10:51";1.164;3.455;214,8;"FA"
49.053;13/07/2017 00:00;"10:32";182;2.182;1815,98;"FA"
49.052;13/07/2017 00:00;"10:35";40;22;30898,92;"FA"
49.055;13/07/2017 00:00;"10:38";1.619;2.182;405,6;"FA"
49.067;13/07/2017 00:00;"10:55";3.259;3.231;7509,12;"FA"
49.061;13/07/2017 00:00;"10:49";3.277;3.231;297,59;"FA"
49.058;13/07/2017 00:00;"10:41";3.242;3.231;1428;"FA"
49.068;13/07/2017 00:00;"10:59";320;2.300;191,86;"FA"
49.066;13/07/2017 00:00;"10:55";170;2.300;3756,25;"FA"
49.060;13/07/2017 00:00;"10:46";3.247;3.231;1789;"FA"
49.065;13/07/2017 00:00;"10:53";246;2.182;473,9;"FA"
49.059;13/07/2017 00:00;"10:46";741;3.456;3043,72;"FA"
49.083;13/07/2017 00:00;"11:42";1;685;88;"FA"
49.070;13/07/2017 00:00;"11:04";1.433;49;1340;"FA"
49.074;13/07/2017 00:00;"11:11";3.265;3.231;1888,2;"FA"
49.081;13/07/2017 00:00;"11:26";2.374;18;2783,89;"FA"
49.076;13/07/2017 00:00;"11:15";3.289;3.421;3172,73;"FA"
49.072;13/07/2017 00:00;"11:09";3.430;2.300;769,76;"FA"
49.079;13/07/2017 00:00;"11:27";1;685;235,2;"FA"
49.077;13/07/2017 00:00;"11:15";181;2.182;2163,52;"FA"
49.082;13/07/2017 00:00;"11:31";1;685;182,04;"FA"
49.085;13/07/2017 00:00;"11:51";1;685;210;"FA"
49.075;13/07/2017 00:00;"11:13";1.268;3.455;1080,03;"FA"
49.088;13/07/2017 00:00;"11:54";1;685;113,5;"FA"
49.086;13/07/2017 00:00;"11:48";1.903;2.182;903,89;"FA"
49.084;13/07/2017 00:00;"11:48";1.886;2.300;315;"FA"
49.080;13/07/2017 00:00;"11:26";815;1.568;509,44;"FA"
49.078;13/07/2017 00:00;"11:23";444;2.300;1231,38;"FA"
49.091;13/07/2017 00:00;"12:02";1.903;2.182;194,69;"FA"
49.095;13/07/2017 00:00;"12:56";2.994;3.231;152;"FA"
49.090;13/07/2017 00:00;"12:00";1;685;80,2;"FA"
49.099;13/07/2017 00:00;"13:10";3.343;3.231;213,58;"FA"
49.087;13/07/2017 00:00;"11:49";3.181;3.421;1805,51;"CC"
49.092;13/07/2017 00:00;"12:38";1;685;285,15;"FA"
49.101;13/07/2017 00:00;"13:20";3.519;3.456;158,12;"FA"
49.102;13/07/2017 00:00;"13:37";3.153;3.049;74;"FA"
49.100;13/07/2017 00:00;"13:12";1.011;3.456;440,39;"FA"
49.097;13/07/2017 00:00;"13:00";3.028;3.231;365,76;"FA"
49.106;13/07/2017 00:00;"13:40";141;18;340,79;"FA"
49.105;13/07/2017 00:00;"13:37";3.143;3.231;1339,2;"CC"
49.098;13/07/2017 00:00;"13:10";3.582;3.457;160,46;"FA"
49.104;13/07/2017 00:00;"13:37";3.143;3.231;1339,2;"FA"
49.093;13/07/2017 00:00;"12:52";3.521;3.457;7337,68;"FA"
49.103;13/07/2017 00:00;"13:36";2.170;18;1449,01;"FA"
49.110;13/07/2017 00:00;"13:56";1;685;210;"FA"
49.111;13/07/2017 00:00;"13:53";2.741;2.481;223,06;"FA"
49.096;13/07/2017 00:00;"13:02";566;18;6843,64;"FA"
49.114;13/07/2017 00:00;"14:12";1;685;122,37;"FA"
49.116;13/07/2017 00:00;"14:17";1;685;214,6;"FA"
49.094;13/07/2017 00:00;"12:54";1.655;3.455;299,41;"FA"
49.113;13/07/2017 00:00;"14:04";165;2.300;366;"FA"
49.109;13/07/2017 00:00;"13:48";3.367;3.231;546,52;"FA"
49.192;13/07/2017 00:00;"17:56";164;2.300;228,01;"FA"
49.117;13/07/2017 00:00;"14:18";808;2.182;1757,34;"FA"
49.148;13/07/2017 00:00;"15:31";3.194;1.568;222,13;"FA"
49.107;13/07/2017 00:00;"13:41";2.076;3.455;1192,46;"FA"
49.127;13/07/2017 00:00;"14:41";3.142;22;114285,6;"FA"
49.115;13/07/2017 00:00;"14:10";716;18;331,87;"FA"
49.112;13/07/2017 00:00;"14:02";2.222;18;235,42;"FA"
49.119;13/07/2017 00:00;"14:20";808;2.182;1807,26;"FA"
49.131;13/07/2017 00:00;"14:47";3.241;3.231;268,56;"FA"
49.128;13/07/2017 00:00;"14:44";40;22;138927,36;"FA"
49.170;13/07/2017 00:00;"16:29";3.077;22;26473,33;"FA"
49.108;13/07/2017 00:00;"13:45";145;2.481;4067,2;"FA"
49.191;13/07/2017 00:00;"17:54";913;2.300;704,6;"FA"
49.193;13/07/2017 00:00;"17:58";170;2.300;306,7;"FA"
49.132;13/07/2017 00:00;"14:51";1;685;22,7;"FA"
49.118;13/07/2017 00:00;"14:22";1;685;10,5;"FA"
49.122;13/07/2017 00:00;"14:27";1;685;170,77;"FA"
49.121;13/07/2017 00:00;"14:23";612;3.455;736,11;"FA"
49.139;13/07/2017 00:00;"15:06";3.358;3.231;492,3;"FA"
49.124;13/07/2017 00:00;"14:34";957;18;1268,45;"FA"
49.135;13/07/2017 00:00;"14:52";878;18;166,23;"FA"
49.134;13/07/2017 00:00;"14:56";1;685;232;"FA"
49.126;13/07/2017 00:00;"14:40";1;685;103,8;"FA"
49.120;13/07/2017 00:00;"14:22";934;18;335,75;"FA"
49.136;13/07/2017 00:00;"15:02";3.484;3.457;172,34;"FA"
49.140;13/07/2017 00:00;"15:15";1;685;288,56;"FA"
49.138;13/07/2017 00:00;"15:09";37;22;107315,04;"FA"
49.123;13/07/2017 00:00;"14:31";3.270;3.231;505;"FA"
49.137;13/07/2017 00:00;"15:06";165;2.300;7600,17;"FA"
49.133;13/07/2017 00:00;"14:51";1.420;2.481;2214,72;"FA"
49.129;13/07/2017 00:00;"14:43";842;18;900;"FA"
49.141;13/07/2017 00:00;"15:14";3.408;3.231;306,9;"FA"
49.142;13/07/2017 00:00;"15:16";764;18;916,8;"FA"
49.199;13/07/2017 00:00;"18:47";1;685;50;"FA"
49.145;13/07/2017 00:00;"15:23";733;2.300;2213,68;"FA"
49.143;13/07/2017 00:00;"15:20";1;685;103,8;"FA"
49.147;13/07/2017 00:00;"15:33";1;685;23,5;"FA"
49.179;13/07/2017 00:00;"17:22";1;685;29;"FA"
49.172;13/07/2017 00:00;"16:44";3.594;685;1450,55;"FA"
49.164;13/07/2017 00:00;"16:19";3.597;3.455;1190;"FA"
49.144;13/07/2017 00:00;"15:18";3.276;3.231;625,92;"FA"
49.162;13/07/2017 00:00;"16:13";1;685;81,9;"FA"
49.189;13/07/2017 00:00;"17:49";1;685;269;"FA"
49.150;13/07/2017 00:00;"15:37";1;685;112,76;"FA"
49.171;13/07/2017 00:00;"16:35";343;685;679,65;"FA"
49.196;13/07/2017 00:00;"18:17";1;685;116,61;"FA"
49.190;13/07/2017 00:00;"17:53";1;685;232,68;"FA"
49.184;13/07/2017 00:00;"17:35";1;685;21;"FA"
49.194;13/07/2017 00:00;"18:01";1;685;105;"FA"
49.187;13/07/2017 00:00;"17:42";1;685;60,15;"FA"
49.195;13/07/2017 00:00;"18:12";1;685;273,55;"FA"
49.197;13/07/2017 00:00;"18:28";1;685;124,6;"FA"
49.198;13/07/2017 00:00;"18:35";1;685;40,5;"FA"
49.146;13/07/2017 00:00;"15:26";1;685;459,2;"FA"
49.158;13/07/2017 00:00;"15:58";3.596;3.456;194,7;"FA"
49.152;13/07/2017 00:00;"15:37";3.527;3.421;599,99;"FA"
49.125;13/07/2017 00:00;"14:36";3.162;2.481;533,8;"FA"
49.155;13/07/2017 00:00;"15:54";2.896;2.481;756,62;"FA"
49.149;13/07/2017 00:00;"15:32";3.254;3.231;215,28;"FA"
49.151;13/07/2017 00:00;"15:34";3.492;3.457;643,19;"FA"
49.159;13/07/2017 00:00;"16:02";86;18;1548;"FA"
49.154;13/07/2017 00:00;"15:52";1.059;3.456;975,84;"FA"
49.160;13/07/2017 00:00;"16:04";3.035;2.481;1080,03;"FA"
49.163;13/07/2017 00:00;"16:10";244;2.182;3095;"FA"
49.161;13/07/2017 00:00;"16:06";1.029;2.300;1080,03;"FA"
49.157;13/07/2017 00:00;"15:56";1.697;3.456;471,12;"FA"
49.156;13/07/2017 00:00;"15:56";743;2.300;282,28;"FA"
49.176;13/07/2017 00:00;"17:14";737;2.300;586,5;"FA"
49.166;13/07/2017 00:00;"16:20";1.976;2.300;690,03;"FA"
49.182;13/07/2017 00:00;"17:29";174;2.182;7030,95;"FA"
49.153;13/07/2017 00:00;"15:49";387;18;977,42;"FA"
49.173;13/07/2017 00:00;"16:45";704;2.300;200,64;"FA"
49.165;13/07/2017 00:00;"16:17";2.943;2.182;349,05;"FA"
49.169;13/07/2017 00:00;"16:21";2.817;18;191,16;"FA"
49.167;13/07/2017 00:00;"16:19";3.096;3.455;4125,85;"FA"
49.178;13/07/2017 00:00;"17:17";1.076;2.300;187,42;"FA"
49.168;13/07/2017 00:00;"16:19";3.483;3.457;751,74;"FA"
49.181;13/07/2017 00:00;"17:23";2.953;3.456;391,56;"FA"
49.174;13/07/2017 00:00;"16:59";714;2.481;3011,31;"FA"
49.180;13/07/2017 00:00;"17:24";3.148;22;56448;"FA"
49.188;13/07/2017 00:00;"17:41";1.673;2.481;1485,07;"FA"
49.186;13/07/2017 00:00;"17:39";209;2.182;236,58;"FA"
49.185;13/07/2017 00:00;"17:40";1.132;2.300;259,9;"FA"
49.177;13/07/2017 00:00;"17:18";3.313;22;71196;"FA"
49.207;14/07/2017 00:00;"09:03";1.081;3.049;100,15;"FA"
49.175;13/07/2017 00:00;"17:10";1.000;19;568,32;"CC"
49.205;13/07/2017 00:00;"19:20";1;685;23;"FA"
49.200;13/07/2017 00:00;"18:50";1;685;77,74;"FA"
49.210;14/07/2017 00:00;"09:05";1.297;1.568;93,6;"FA"
49.208;14/07/2017 00:00;"09:01";1.719;3.456;297;"FA"
49.201;13/07/2017 00:00;"18:59";1;685;307,51;"FA"
49.204;13/07/2017 00:00;"19:16";1;685;360,08;"FA"
49.206;13/07/2017 00:00;"19:24";1;685;1000;"FA"
49.202;13/07/2017 00:00;"19:06";1;685;69,5;"FA"
49.212;14/07/2017 00:00;"09:42";2.859;3.049;161,02;"FA"
49.211;14/07/2017 00:00;"09:11";3.294;1.568;358,58;"FA"
49.209;14/07/2017 00:00;"09:03";734;1.568;1080;"FA"
49.217;14/07/2017 00:00;"10:10";1.918;19;1969,9;"FA"
49.223;14/07/2017 00:00;"10:24";963;19;437,81;"FA"
49.218;14/07/2017 00:00;"10:13";2.076;3.455;623,07;"FA"
49.219;14/07/2017 00:00;"10:13";2.988;3.421;652,67;"FA"
49.221;14/07/2017 00:00;"10:19";1.852;19;3286,15;"FA"
49.215;14/07/2017 00:00;"10:00";822;19;2520,47;"FA"
49.214;14/07/2017 00:00;"09:57";110;3.049;3262,9;"CC"
49.203;13/07/2017 00:00;"19:14";1;685;92;"FA"
49.235;14/07/2017 00:00;"10:52";197;2.182;201,12;"FA"
49.225;14/07/2017 00:00;"10:30";903;1.568;62,3;"FA"
49.213;14/07/2017 00:00;"09:45";974;685;348,54;"FA"
49.230;14/07/2017 00:00;"10:42";921;1.568;204,48;"FA"
49.224;14/07/2017 00:00;"10:25";3.491;3.457;194,4;"FA"
49.222;14/07/2017 00:00;"10:24";770;2.182;556,15;"FA"
49.236;14/07/2017 00:00;"10:54";338;2.300;497,71;"FA"
49.216;14/07/2017 00:00;"10:09";1.933;3.455;211,28;"FA"
49.232;14/07/2017 00:00;"10:45";1.909;3.456;645,6;"FA"
49.238;14/07/2017 00:00;"11:00";1.868;2.182;234,49;"FA"
49.228;14/07/2017 00:00;"10:34";962;19;1019;"FA"
49.227;14/07/2017 00:00;"10:31";478;2.182;1865,76;"FA"
49.231;14/07/2017 00:00;"10:41";1.603;3.456;854,99;"FA"
49.243;14/07/2017 00:00;"11:09";52;18;202,79;"FA"
49.237;14/07/2017 00:00;"10:55";3.053;2.182;228,01;"FA"
49.229;14/07/2017 00:00;"10:38";478;2.182;1796,85;"FA"
49.239;14/07/2017 00:00;"11:02";724;2.182;379,5;"FA"
49.240;14/07/2017 00:00;"11:04";823;19;11188,69;"FA"
49.254;14/07/2017 00:00;"12:03";1.216;3.456;2849,52;"FA"
49.220;14/07/2017 00:00;"10:18";3.602;3.421;1080,03;"FA"
49.248;14/07/2017 00:00;"11:25";1.603;3.456;836,4;"FA"
49.226;14/07/2017 00:00;"10:30";2.975;2.481;700,74;"FA"
49.256;14/07/2017 00:00;"12:09";164;2.300;397,22;"FA"
49.255;14/07/2017 00:00;"12:05";1;685;29;"FA"
49.242;14/07/2017 00:00;"11:12";478;2.182;2257,5;"FA"
49.244;14/07/2017 00:00;"11:09";1.758;3.421;194,58;"FA"
49.233;14/07/2017 00:00;"10:51";478;2.182;1020;"FA"
49.257;14/07/2017 00:00;"12:18";1;685;369,84;"FA"
49.245;14/07/2017 00:00;"11:12";1.302;2.182;1600,73;"FA"
49.234;14/07/2017 00:00;"10:51";1.368;2.300;3047,8;"FA"
49.246;14/07/2017 00:00;"11:14";1.229;2.182;228,01;"FA"
49.251;14/07/2017 00:00;"11:40";1.139;2.300;300,48;"FA"
49.259;14/07/2017 00:00;"12:35";1;685;63,9;"FA"
49.250;14/07/2017 00:00;"11:36";2.551;2.300;338,88;"FA"
49.258;14/07/2017 00:00;"12:31";1;685;66,7;"FA"
49.260;14/07/2017 00:00;"12:39";1;685;54,65;"FA"
49.249;14/07/2017 00:00;"11:29";387;18;2391,13;"FA"
49.253;14/07/2017 00:00;"11:41";1.087;19;3375,55;"FA"
49.271;14/07/2017 00:00;"13:21";2.449;3.421;1376,42;"FA"
49.263;14/07/2017 00:00;"12:54";1.108;19;2259,6;"FA"
49.264;14/07/2017 00:00;"12:56";620;19;2100;"FA"
49.267;14/07/2017 00:00;"13:05";564;18;3593,98;"FA"
49.252;14/07/2017 00:00;"11:41";3.531;3.421;908,43;"FA"
49.269;14/07/2017 00:00;"13:13";2.495;18;189,72;"FA"
49.268;14/07/2017 00:00;"13:06";1.730;3.455;233,22;"FA"
49.270;14/07/2017 00:00;"13:17";1.191;19;234;"FA"
49.266;14/07/2017 00:00;"13:01";836;18;456,61;"FA"
49.272;14/07/2017 00:00;"13:27";1.125;19;1230;"FA"
49.273;14/07/2017 00:00;"13:29";2.226;18;160,3;"FA"
49.265;14/07/2017 00:00;"13:01";967;19;5615,09;"FA"
49.276;14/07/2017 00:00;"13:39";591;19;185,64;"FA"
49.274;14/07/2017 00:00;"13:31";3.570;3.457;151,8;"FA"
49.285;14/07/2017 00:00;"14:17";964;1.568;705,78;"FA"
49.277;14/07/2017 00:00;"13:41";1.157;1.568;258,72;"FA"
49.308;14/07/2017 00:00;"14:47";1.131;2.481;1456,53;"FA"
49.281;14/07/2017 00:00;"13:55";3.106;18;359,57;"FA"
49.324;14/07/2017 00:00;"14:59";3.100;1.568;279,92;"FA"
49.279;14/07/2017 00:00;"13:44";904;1.568;109,17;"FA"
49.280;14/07/2017 00:00;"13:55";854;2.481;299,41;"FA"
49.407;14/07/2017 00:00;"17:42";1.625;2.481;377,04;"FA"
49.278;14/07/2017 00:00;"13:42";616;2.481;1665,63;"FA"
49.289;14/07/2017 00:00;"14:28";875;1.568;487,91;"FA"
49.283;14/07/2017 00:00;"14:11";3.117;2.481;95,88;"FA"
49.408;14/07/2017 00:00;"17:42";1.563;18;6248,89;"FA"
49.336;14/07/2017 00:00;"15:33";3.570;3.457;45,36;"FA"
49.425;14/07/2017 00:00;"18:29";1.285;22;12126,4;"FA"
49.385;14/07/2017 00:00;"17:09";2.012;1.568;1030;"FA"
49.418;14/07/2017 00:00;"18:06";2.887;2.300;2295,5;"FA"
49.422;14/07/2017 00:00;"18:23";2.989;3.457;3222;"FA"
49.275;14/07/2017 00:00;"13:33";2.233;2.481;1695;"FA"
49.294;14/07/2017 00:00;"14:34";2.170;18;1922,49;"FA"
49.288;14/07/2017 00:00;"14:26";725;18;1305,77;"FA"
49.292;14/07/2017 00:00;"14:37";1;685;63;"FA"
49.262;14/07/2017 00:00;"12:48";3.096;3.455;3208,5;"FA"
49.284;14/07/2017 00:00;"14:13";590;19;756,73;"FA"
49.291;14/07/2017 00:00;"14:34";1;685;105;"FA"
49.282;14/07/2017 00:00;"14:02";781;19;1351,11;"FA"
49.290;14/07/2017 00:00;"14:29";1.851;19;883,56;"FA"
49.297;14/07/2017 00:00;"14:41";1;685;283,5;"FA"
49.286;14/07/2017 00:00;"14:19";3.450;19;339,54;"FA"
49.300;14/07/2017 00:00;"14:47";1.272;3.049;105;"FA"
49.293;14/07/2017 00:00;"14:34";3.599;19;2142;"FA"
49.296;14/07/2017 00:00;"14:36";3.603;3.421;3208,64;"FA"
49.299;14/07/2017 00:00;"14:39";864;19;3104;"FA"
49.304;14/07/2017 00:00;"14:49";1;685;16,4;"FA"
49.311;14/07/2017 00:00;"14:52";1;685;354;"FA"
49.287;14/07/2017 00:00;"14:23";1.838;3.455;405,58;"FA"
49.317;14/07/2017 00:00;"14:56";1;685;11,8;"FA"
49.333;14/07/2017 00:00;"15:27";1;685;169,54;"FA"
49.298;14/07/2017 00:00;"14:38";1.510;18;569,99;"FA"
49.397;14/07/2017 00:00;"17:31";1.513;18;570;"FA"
49.295;14/07/2017 00:00;"14:36";2.904;2.481;229,89;"FA"
49.327;14/07/2017 00:00;"15:01";651;18;347,41;"FA"
49.334;14/07/2017 00:00;"15:27";55;18;374,65;"FA"
49.322;14/07/2017 00:00;"14:57";2.817;18;153,73;"FA"
49.345;14/07/2017 00:00;"15:58";1.151;18;715,48;"FA"
49.337;14/07/2017 00:00;"15:35";995;19;1319,51;"FA"
49.335;14/07/2017 00:00;"15:30";1.071;19;6305,83;"FA"
49.316;14/07/2017 00:00;"14:54";3.595;3.049;280,14;"FA"
49.328;14/07/2017 00:00;"15:09";1.363;2.481;299,41;"FA"
49.339;14/07/2017 00:00;"15:45";867;3.049;110,55;"FA"
49.329;14/07/2017 00:00;"15:17";383;18;900;"FA"
49.348;14/07/2017 00:00;"16:10";1.333;18;276,23;"FA"
49.346;14/07/2017 00:00;"16:09";1;685;31,14;"FA"
49.340;14/07/2017 00:00;"15:49";58;18;417,61;"FA"
49.338;14/07/2017 00:00;"15:40";2.891;19;2799,12;"FA"
49.347;14/07/2017 00:00;"16:06";3.547;3.457;167,19;"FA"
49.350;14/07/2017 00:00;"16:13";2.779;3.456;167,33;"FA"
49.353;14/07/2017 00:00;"16:14";1.815;19;501,8;"FA"
49.349;14/07/2017 00:00;"16:13";3.151;2.300;245,88;"FA"
49.343;14/07/2017 00:00;"15:51";855;18;391,14;"FA"
49.363;14/07/2017 00:00;"16:31";170;2.300;304,44;"FA"
49.354;14/07/2017 00:00;"16:18";1;685;129,8;"FA"
49.361;14/07/2017 00:00;"16:23";2.287;18;587,24;"FA"
49.359;14/07/2017 00:00;"16:24";1;685;10,5;"FA"
49.364;14/07/2017 00:00;"16:33";1;685;48;"FA"
49.357;14/07/2017 00:00;"16:21";1;685;118,5;"FA"
49.368;14/07/2017 00:00;"16:40";3.612;3.421;358,79;"FA"
49.372;14/07/2017 00:00;"16:48";495;2.300;287,74;"FA"
49.360;14/07/2017 00:00;"16:21";1.750;18;569,74;"FA"
49.369;14/07/2017 00:00;"16:43";3.574;3.455;153,4;"FA"
49.358;14/07/2017 00:00;"16:19";3.135;2.481;430,81;"FA"
49.362;14/07/2017 00:00;"16:25";219;18;304,79;"FA"
49.367;14/07/2017 00:00;"16:36";1.317;18;437,53;"FA"
49.370;14/07/2017 00:00;"16:46";1.438;2.300;283,4;"FA"
49.373;14/07/2017 00:00;"16:47";297;2.182;187,26;"FA"
49.371;14/07/2017 00:00;"16:49";1;685;71,1;"FA"
49.365;14/07/2017 00:00;"16:36";3.151;2.300;1628,34;"CC"
49.424;14/07/2017 00:00;"18:31";1;685;680,4;"FA"
49.420;14/07/2017 00:00;"18:15";1;685;46;"FA"
49.396;14/07/2017 00:00;"17:34";1.099;685;245,02;"FA"
49.377;14/07/2017 00:00;"16:58";1;685;192,15;"FA"
49.380;14/07/2017 00:00;"17:03";244;2.182;2019,44;"FA"
49.379;14/07/2017 00:00;"16:57";3.510;3.421;1080,03;"FA"
49.382;14/07/2017 00:00;"17:08";1;685;19,8;"FA"
49.386;14/07/2017 00:00;"17:13";1;685;124,5;"FA"
49.419;14/07/2017 00:00;"18:11";1;685;151,74;"FA"
49.410;14/07/2017 00:00;"17:52";1;685;58,87;"FA"
49.378;14/07/2017 00:00;"16:57";3.610;3.456;152,13;"FA"
49.417;14/07/2017 00:00;"18:01";1;685;142,92;"FA"
49.421;14/07/2017 00:00;"18:24";1;685;19;"FA"
49.427;14/07/2017 00:00;"18:49";1;685;630;"FA"
49.423;14/07/2017 00:00;"18:27";1;685;105;"FA"
49.428;14/07/2017 00:00;"19:01";1;685;210;"FA"
49.413;14/07/2017 00:00;"17:57";1;685;194,36;"FA"
49.381;14/07/2017 00:00;"17:08";3.613;3.049;150;"FA"
49.391;14/07/2017 00:00;"17:20";3.135;2.481;177;"FA"
49.387;14/07/2017 00:00;"17:11";2.358;2.481;2300;"FA"
49.384;14/07/2017 00:00;"17:10";744;2.300;443,23;"FA"
49.390;14/07/2017 00:00;"17:22";748;3.049;1019,28;"FA"
49.383;14/07/2017 00:00;"17:06";244;2.182;4667,38;"FA"
49.399;14/07/2017 00:00;"17:31";862;2.182;154,57;"FA"
49.394;14/07/2017 00:00;"17:22";1.679;2.182;1051,08;"FA"
49.393;14/07/2017 00:00;"17:22";3.238;19;2576,04;"FA"
49.398;14/07/2017 00:00;"17:31";2.060;2.481;812,28;"FA"
49.392;14/07/2017 00:00;"17:20";2.864;2.182;621,54;"FA"
49.388;14/07/2017 00:00;"17:16";684;2.182;223,7;"FA"
49.389;14/07/2017 00:00;"17:18";526;2.182;433,4;"FA"
49.395;14/07/2017 00:00;"17:26";1.205;2.182;150,18;"FA"
49.401;14/07/2017 00:00;"17:33";773;2.182;3073,44;"FA"
49.402;14/07/2017 00:00;"17:35";2.216;2.182;833,09;"FA"
49.403;14/07/2017 00:00;"17:36";1.700;2.182;379,5;"FA"
49.406;14/07/2017 00:00;"17:42";724;2.182;2022,19;"FA"
49.414;14/07/2017 00:00;"17:55";819;2.300;2081,95;"FA"
49.416;14/07/2017 00:00;"17:55";1.642;2.481;326,61;"FA"
49.409;14/07/2017 00:00;"17:47";563;2.182;1591,21;"FA"
49.411;14/07/2017 00:00;"17:49";174;2.182;239,04;"FA"
49.412;14/07/2017 00:00;"17:50";3.501;3.421;656;"FA"
49.415;14/07/2017 00:00;"17:54";422;2.182;599;"FA"
49.404;14/07/2017 00:00;"17:39";50;3.456;304,8;"CC"
49.435;14/07/2017 00:00;"19:51";1;685;14,25;"FA"
49.430;14/07/2017 00:00;"19:15";1;685;116,61;"FA"
49.433;14/07/2017 00:00;"19:36";1;22;149;"FA"
49.441;14/07/2017 00:00;"07:59";1;685;774;"FA"
49.431;14/07/2017 00:00;"19:21";1;685;390,72;"FA"
49.436;14/07/2017 00:00;"19:54";1;685;71,64;"FA"
49.434;14/07/2017 00:00;"19:48";1;685;128,88;"FA"
49.432;14/07/2017 00:00;"19:27";527;3.455;337,8;"FA"
49.440;14/07/2017 00:00;"07:57";1;685;81,12;"FA"
49.439;15/07/2017 00:00;"07:54";1;685;49,05;"FA"
49.437;14/07/2017 00:00;"20:07";1;685;435,45;"FA"
49.445;14/07/2017 00:00;"08:14";1;685;81;"FA"
49.448;14/07/2017 00:00;"08:24";1;685;22;"FA"
49.442;14/07/2017 00:00;"08:02";1;685;65,58;"FA"
49.443;15/07/2017 00:00;"08:08";1;685;25;"FA"
49.444;14/07/2017 00:00;"08:11";1;685;66;"FA"
49.438;14/07/2017 00:00;"20:25";3.614;685;48;"FA"
49.446;14/07/2017 00:00;"08:17";1;685;54,64;"FA"
49.447;14/07/2017 00:00;"08:20";1;685;77,3;"FA"
49.449;14/07/2017 00:00;"08:30";1;685;23,5;"FA"
49.450;15/07/2017 00:00;"08:49";2.163;2.182;832,44;"FA"
49.451;15/07/2017 00:00;"08:50";428;2.182;456,85;"FA"
49.452;14/07/2017 00:00;"08:58";1;685;131,4;"FA"
49.426;14/07/2017 00:00;"18:37";1;685;396,6;"FA"
49.429;14/07/2017 00:00;"19:12";1;685;95;"FA"
49.469;15/07/2017 00:00;"12:10";3.616;3.456;198,9;"FA"
49.457;15/07/2017 00:00;"10:02";110;3.049;521,82;"FA"
49.454;15/07/2017 00:00;"09:21";1.260;2.481;310,96;"FA"
49.455;14/07/2017 00:00;"09:39";1;685;20;"FA"
49.463;15/07/2017 00:00;"11:27";3.133;2.182;373,64;"FA"
49.459;15/07/2017 00:00;"10:23";3.571;3.421;443,29;"FA"
49.464;15/07/2017 00:00;"11:45";170;2.300;360,41;"FA"
49.456;14/07/2017 00:00;"09:42";1;685;79,2;"FA"
49.458;15/07/2017 00:00;"10:17";737;2.300;354;"FA"
49.462;15/07/2017 00:00;"10:59";1.011;3.456;1574,93;"FA"
49.461;15/07/2017 00:00;"10:32";924;3.455;491,34;"FA"
49.472;15/07/2017 00:00;"13:33";1;685;33;"FA"
49.468;15/07/2017 00:00;"12:01";1;685;8,5;"FA"
49.460;15/07/2017 00:00;"10:27";325;3.455;1982,25;"FA"
49.474;15/07/2017 00:00;"14:54";1;685;87,45;"FA"
49.465;15/07/2017 00:00;"11:45";1.225;3.455;313;"FA"
49.466;15/07/2017 00:00;"11:52";1;685;105;"FA"
49.453;15/07/2017 00:00;"09:10";247;2.481;1067,64;"CC"
49.467;15/07/2017 00:00;"11:56";1;685;39,6;"FA"
49.470;15/07/2017 00:00;"12:51";182;2.182;630;"FA"
49.475;15/07/2017 00:00;"15:43";1;685;147,6;"FA"
49.476;15/07/2017 00:00;"15:55";1;685;315;"FA"
49.477;15/07/2017 00:00;"15:58";1;685;74;"FA"
49.478;15/07/2017 00:00;"16:01";1;685;58;"FA"
49.479;15/07/2017 00:00;"16:05";1;685;179,37;"FA"
49.483;15/07/2017 00:00;"08:57";3.148;22;56448;"FA"
49.480;15/07/2017 00:00;"16:35";3.096;3.455;1710;"FA"
49.486;15/07/2017 00:00;"09:10";33;22;56092;"FA"
49.488;17/07/2017 00:00;"09:23";1.027;1.568;172,96;"FA"
49.487;15/07/2017 00:00;"09:20";3.148;22;52240,8;"FA"
49.473;15/07/2017 00:00;"14:23";164;2.300;782,11;"FA"
49.481;17/07/2017 00:00;"08:48";1.111;49;41412;"FA"
49.471;15/07/2017 00:00;"13:11";2.887;2.300;389,9;"FA"
49.484;15/07/2017 00:00;"08:59";39;22;67248;"FA"
49.482;17/07/2017 00:00;"08:54";777;3.049;582,21;"FA"
49.183;13/07/2017 00:00;"17:30";3.071;2.481;448,68;"CC"
49.062;13/07/2017 00:00;"10:50";3.567;3.456;238,68;"CC"
49.405;14/07/2017 00:00;"17:40";77;3.456;202,8;"CC"
